Id,PID,Garage Finish,Garage Cars,SalePrice,Age Till Sale,Combined Qual,Combined Rms AbvGrd,Combined SF,MS SubClass_Duplex,MS SubClass_OneHalfStorey,MS SubClass_OneStorey,MS SubClass_SplitLevel,MS SubClass_TwoStorey,Neighborhood_City Center,Neighborhood_E 13th St/Duff Ave,Neighborhood_Grand Ave/24th St,Neighborhood_Grand Ave/30th St,Neighborhood_Hayward Ave,Neighborhood_Lincoln Way/500th Ave,Neighborhood_Ontario,Neighborhood_S Duff Ave/Airport Rd,Neighborhood_S Duff Ave/E Lincoln Way,Neighborhood_Stange Rd/Bloomington Rd,Neighborhood_Stange Rd/Pammel Ct,Neighborhood_Woodland St/West St,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Combined Exterior_MetalMetal,Combined Exterior_MetalOthers,Combined Exterior_MetalVinyl,Combined Exterior_MetalWood,Combined Exterior_OthersMetal,Combined Exterior_OthersOthers,Combined Exterior_OthersVinyl,Combined Exterior_OthersWood,Combined Exterior_VinylOthers,Combined Exterior_VinylVinyl,Combined Exterior_VinylWood,Combined Exterior_WoodOthers,Combined Exterior_WoodVinyl,Combined Exterior_WoodWood
2537,534201300,2.0,1.0,140000,38.66666666666674,15.0,7.0,2057.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,528439010,3.0,2.0,247000,2.6666666666667425,21.0,8.0,3400.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
774,905107310,3.0,2.0,149900,31.5,16.0,6.0,1994.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1447,907202010,1.0,2.0,158000,30.416666666666742,15.0,6.0,2566.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,533223100,2.0,2.0,147110,7.5,19.0,6.5,2106.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2694,903454080,1.0,1.0,119500,69.5,15.0,9.0,2354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
920,909275080,1.0,2.0,205000,69.16666666666674,14.0,7.5,2847.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1951,535379110,0.0,0.0,148000,112.58333333333326,16.0,7.5,2270.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,527146030,2.0,2.0,236500,15.25,20.0,7.0,3819.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,909176180,1.0,1.0,137000,68.58333333333326,12.0,8.0,2849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614,534431130,2.0,1.0,122000,54.16666666666674,14.0,6.0,2250.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1736,528222030,3.0,2.0,176485,0.6666666666667425,19.0,8.0,3040.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2686,903400030,1.0,1.0,109000,81.58333333333326,14.0,5.0,1842.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,916253320,3.0,1.0,330000,9.75,19.0,6.5,3290.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,902100020,1.0,1.0,143000,1.0,15.0,8.0,1633.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1765,528340030,3.0,3.0,410000,9.583333333333258,22.0,11.5,5292.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,531380110,2.0,2.0,201000,13.583333333333258,18.0,9.5,3120.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2603,535380130,1.0,2.0,80000,96.16666666666674,12.0,8.5,3485.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2220,909282020,1.0,1.0,259500,62.58333333333326,16.0,11.5,3528.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2273,916477060,3.0,2.0,279900,4.5833333333332575,19.0,13.5,4060.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,535453070,2.0,1.0,154000,51.41666666666674,15.0,7.5,2797.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2116,906426060,3.0,2.0,277000,49.5,18.0,9.0,3977.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2734,905403050,1.0,1.0,128000,64.25,14.0,7.0,2164.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
426,528108010,2.0,3.0,256300,2.5833333333332575,20.0,9.0,4056.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2216,909276210,1.0,1.0,188000,77.91666666666674,14.0,9.0,2916.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,916475100,3.0,3.0,312500,4.4166666666667425,21.0,9.0,4365.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97,533212010,2.0,2.0,151000,6.5,19.0,6.5,2280.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,527451170,1.0,2.0,122500,36.66666666666674,14.0,7.5,2570.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,531371070,2.0,2.0,188000,5.5833333333332575,18.0,9.5,3073.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2761,906394010,2.0,2.0,209700,1.4166666666667425,19.0,10.5,3392.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1642,527256030,2.0,2.0,441929,1.0833333333332575,21.0,8.5,5178.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1141,531382110,2.0,2.0,163000,15.833333333333258,18.0,9.5,3040.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2118,906475110,3.0,2.0,187500,41.58333333333326,16.0,11.5,3363.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
870,907275010,3.0,2.0,220000,10.5,20.0,7.0,3496.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1875,534201040,2.0,1.0,127000,40.25,15.0,6.0,2364.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,535327140,1.0,1.0,107500,55.33333333333326,11.0,6.0,1219.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1318,902328040,0.0,0.0,128000,94.5,15.0,11.0,2226.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,902100030,1.0,2.0,73000,83.5,13.0,5.0,1948.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,528164040,3.0,3.0,374000,3.6666666666667425,23.0,8.0,4458.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1068,528178070,3.0,3.0,421250,7.0833333333332575,21.0,12.5,4874.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,527164060,2.0,2.0,178000,18.0,16.0,9.5,2790.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1493,908128050,2.0,2.0,137500,36.33333333333326,14.0,8.0,2907.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,528390020,3.0,2.0,301500,14.666666666666742,20.0,9.0,4664.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,909250080,1.0,1.0,105000,74.25,15.0,7.5,2005.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2535,534201260,2.0,2.0,157500,38.66666666666674,16.0,5.0,2456.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2030,903430050,1.0,1.0,117000,106.75,14.0,7.0,2399.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2634,535478090,1.0,1.0,105000,44.16666666666674,14.0,6.0,2064.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1530,909256060,1.0,1.0,115000,72.25,15.0,7.0,2943.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,528112040,2.0,3.0,360000,1.5833333333332575,24.0,9.0,4306.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
812,906226110,1.0,2.0,118858,30.5,11.0,10.0,1935.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,534251280,1.0,2.0,173000,42.58333333333326,16.0,8.5,2916.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
666,535383120,1.0,1.0,78500,119.91666666666674,12.0,5.5,1675.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1751,528240020,3.0,2.0,183500,3.4166666666667425,19.0,9.5,3000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
705,902135020,1.0,2.0,93000,56.16666666666674,11.0,5.0,2448.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,528228375,3.0,3.0,226500,4.9166666666667425,20.0,9.0,3625.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
357,527163040,2.0,2.0,178000,16.416666666666742,17.0,9.5,2750.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2133,907192120,2.0,2.0,226000,4.5,19.0,9.0,3490.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
989,924100060,2.0,2.0,173000,40.33333333333326,15.0,8.5,3314.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,532378120,1.0,1.0,62383,45.0,14.0,6.0,2088.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,528104080,3.0,3.0,446261,0.9166666666667425,24.0,13.5,5023.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2850,909250070,1.0,1.0,160000,80.41666666666674,17.0,7.0,2415.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1082,528228405,2.0,3.0,219990,4.4166666666667425,19.0,9.0,3637.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1440,907187080,2.0,2.0,191000,9.583333333333258,19.0,8.0,3524.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,903201090,1.0,1.0,136500,82.66666666666674,14.0,7.0,2124.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,905475520,1.0,1.0,80000,49.66666666666674,11.0,6.0,1251.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2344,527302080,1.0,3.0,229000,18.166666666666742,19.0,11.5,4173.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,906223090,3.0,2.0,236000,17.5,19.0,10.5,3573.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,921128030,3.0,3.0,392000,1.75,25.0,10.0,4580.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
755,903451090,1.0,1.0,149000,82.66666666666674,15.0,10.0,2966.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,533236090,3.0,2.0,345000,10.166666666666742,24.0,9.5,4209.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2636,902100110,1.0,2.0,169000,106.5,14.0,10.0,3354.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,905377050,1.0,1.0,109900,61.58333333333326,13.0,5.0,2062.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2930,924151050,3.0,3.0,188000,13.916666666666742,17.0,11.5,3646.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
737,903227090,1.0,1.0,132500,70.41666666666674,15.0,7.0,2472.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
837,907126050,2.0,1.0,143000,15.833333333333258,14.0,6.0,2420.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2086,905478140,1.0,1.0,125000,56.33333333333326,13.0,8.0,2940.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2385,528114010,3.0,3.0,415000,1.5,24.0,9.0,4821.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,902402130,1.0,2.0,125500,100.5,12.0,7.0,2513.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
635,535175030,2.0,1.0,139000,51.33333333333326,15.0,8.0,3210.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,528110010,2.0,3.0,451950,1.5,25.0,12.5,4860.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,908275040,0.0,0.0,119900,50.66666666666674,14.0,12.0,3356.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
966,916455070,3.0,2.0,220000,8.5,21.0,8.0,3034.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1612,526352080,1.0,2.0,167300,36.25,15.0,9.0,3699.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
904,909101100,1.0,1.0,122000,68.75,14.0,7.0,2274.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2487,532351090,1.0,2.0,125000,43.91666666666674,14.0,12.0,3960.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,902205090,3.0,1.0,112500,51.5,14.0,6.0,2144.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2112,906394020,2.0,2.0,191000,2.8333333333332575,19.0,9.5,3252.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1244,535180100,1.0,1.0,136000,50.5,15.0,6.0,2448.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
843,907175100,2.0,2.0,197900,11.25,18.0,8.5,3191.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2689,903430090,1.0,1.0,117000,96.5,16.0,6.0,2375.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2753,906380170,2.0,2.0,194000,0.5833333333332575,19.0,8.0,3051.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1169,533215030,2.0,2.0,285000,7.5833333333332575,22.0,6.5,3165.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1376,904351280,0.0,0.0,127500,68.75,14.0,8.0,1999.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2503,533128030,2.0,2.0,268000,14.583333333333258,19.0,11.5,3980.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,902206270,1.0,2.0,137000,107.41666666666674,13.0,9.5,3215.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,534129060,1.0,2.0,215000,41.66666666666674,17.0,10.0,3818.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1930,535300040,2.0,1.0,129500,52.66666666666674,14.0,6.0,2768.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,903231190,1.0,1.0,115000,70.33333333333326,15.0,8.0,2480.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,535375160,1.0,1.0,114000,83.41666666666674,14.0,6.0,2194.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2484,531478010,1.0,1.0,107000,40.91666666666674,13.0,6.0,2496.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,535352080,1.0,1.0,118500,61.83333333333326,14.0,7.0,2384.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,903227080,2.0,1.0,120000,79.58333333333326,15.0,6.0,2228.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,528439040,2.0,2.0,260000,3.0,20.0,9.0,3560.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,535152130,2.0,1.0,136000,51.41666666666674,14.0,7.0,2594.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,527404140,1.0,4.0,123000,36.5,13.0,6.0,2210.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,903458110,0.0,0.0,89500,88.25,14.0,7.0,1725.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,528218150,3.0,2.0,199500,5.0833333333332575,18.0,8.0,3078.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1380,905104080,1.0,1.0,109900,43.0,14.0,7.0,2188.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919,909257050,1.0,1.0,234000,83.5,19.0,10.5,3638.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,907290230,2.0,2.0,155900,2.4166666666667425,18.0,4.0,2116.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,905229040,1.0,1.0,161500,52.91666666666674,13.0,9.0,3196.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
956,916176030,2.0,2.0,137500,51.08333333333326,16.0,8.0,2688.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,902401060,0.0,0.0,76500,100.5,13.0,14.0,3096.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,905352180,1.0,2.0,211000,19.75,17.0,10.5,3732.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,527427110,3.0,2.0,181000,10.666666666666742,18.0,7.0,3253.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,534401130,2.0,2.0,174900,42.41666666666674,15.0,7.5,2782.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2710,905103140,2.0,2.0,164500,40.41666666666674,14.0,7.0,3048.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,528138060,2.0,2.0,214000,6.25,19.0,9.0,3584.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1026,527354160,1.0,2.0,185000,28.25,17.0,9.5,3271.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1343,903231080,1.0,1.0,123000,79.66666666666674,13.0,7.0,2176.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,914452090,2.0,2.0,183500,28.083333333333258,17.0,7.0,2786.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,533236040,1.0,2.0,174000,8.916666666666742,20.0,7.5,2709.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
